Domain,Topic,Skill,Sub-skill
Algebra,Functions (trigonometric),Understanding trigonometric functions,Proving the addition and subtraction formulae for the sine function
Algebra,Functions (trigonometric),Understanding trigonometric functions,Proving the addition and subtraction formulae for the cosine function
Algebra,Functions (trigonometric),Understanding trigonometric functions,Proving the addition and subtraction formulae for the tangent function
Algebra,Functions (trigonometric),Graphing trigonometric functions,recognizing that restricting a trigonometric function to a domain on which it is always increasing/decreasing allows its inverse to exist
Algebra,Functions (trigonometric),Graphing trigonometric functions,"Graphing the sine and cosine functions (including showing period, midline and amplitude)"
Algebra,Functions (trigonometric),Graphing trigonometric functions,Translating or reflecting the sine/cosine function (including writing the final function)
Algebra,Functions (trigonometric),Graphing trigonometric functions,Stretching or shrinking the sine/cosine function (including writing the final function)
Algebra,Functions (trigonometric),Graphing trigonometric functions,"Graphing the tangent and cotangent functions (including showing period, midline and amplitude)"
Algebra,Functions (trigonometric),Graphing trigonometric functions,Translating or reflecting the tangent/cotangent function (including writing the final function)
Algebra,Functions (trigonometric),Graphing trigonometric functions,Stretching or shrinking the tangent/cotangent function (including writing the final function)
Algebra,Functions (trigonometric),Graphing trigonometric functions,"Graphing the secant and cosecant functions (including showing period, midline and amplitude)"
Algebra,Functions (trigonometric),Graphing trigonometric functions,Translating or reflecting the secant/cosecant function (including writing the final function)
Algebra,Functions (trigonometric),Graphing trigonometric functions,Stretching or shrinking the secant/cosecant function (including writing the final function)
Algebra,Functions (trigonometric),Graphing trigonometric functions,Performing multiple transformations on different trigonometric functions (including writing the final function)
Algebra,Functions (trigonometric),Applying and analysing trigonometric functions,"Applying understanding of the unit circle to express the values of sine, cosine and tangent for π ± x in terms of x"
Algebra,Functions (trigonometric),Applying and analysing trigonometric functions,"Applying understanding of the unit circle to express the values of sine, cosine and tangent for 2π – x in terms of x"
Algebra,Functions (trigonometric),Applying and analysing trigonometric functions,Applying understanding of the unit circle to explain symmetry (odd and even functions) and/or periodicity
Algebra,Functions (trigonometric),Applying and analysing trigonometric functions,Using inverse functions to solve trigonometric equations
